url,label,topic,confidence,notes
https://en.wikipedia.org/wiki/Machine_learning,,machine_learning,,
https://en.wikipedia.org/wiki/Machine_learning#bodyContent,,machine_learning,,
https://en.wikipedia.org/wiki/Main_Page,,,,
https://en.wikipedia.org/wiki/Wikipedia:Contents,,,,
https://en.wikipedia.org/wiki/Portal:Current_events,,,,
https://en.wikipedia.org/wiki/Special:Random,,,,
https://en.wikipedia.org/wiki/Wikipedia:About,,,,
https://en.wikipedia.org/wiki/Wikipedia:Contact_us,,,,
https://en.wikipedia.org/wiki/Help:Contents,,,,
https://en.wikipedia.org/wiki/Help:Introduction,,,,
https://en.wikipedia.org/wiki/Wikipedia:Community_portal,,,,
https://en.wikipedia.org/wiki/Artificial_intelligence,,machine_learning,,
https://en.wikipedia.org/wiki/Artificial_intelligence#bodyContent,,machine_learning,,
https://en.wikipedia.org/wiki/Deep_learning,,machine_learning,,
https://en.wikipedia.org/wiki/Deep_learning#bodyContent,,machine_learning,,
https://en.wikipedia.org/wiki/Neural_network,,machine_learning,,
https://en.wikipedia.org/wiki/Neural_network#bodyContent,,machine_learning,,
https://en.wikipedia.org/wiki/Supervised_learning,,machine_learning,,
https://en.wikipedia.org/wiki/Supervised_learning#bodyContent,,machine_learning,,
https://en.wikipedia.org/wiki/Climate_change,,climate_science,,
https://en.wikipedia.org/wiki/Climate_change#bodyContent,,climate_science,,
https://en.wikipedia.org/wiki/Global_warming,,climate_science,,
https://en.wikipedia.org/wiki/Global_warming#bodyContent,,climate_science,,
https://en.wikipedia.org/wiki/Greenhouse_gas,,climate_science,,
https://en.wikipedia.org/wiki/Greenhouse_gas#bodyContent,,climate_science,,
https://en.wikipedia.org/wiki/Carbon_footprint,,,,
https://en.wikipedia.org/wiki/Carbon_footprint#bodyContent,,,,
https://en.wikipedia.org/wiki/Renewable_energy,,climate_science,,
https://en.wikipedia.org/wiki/Renewable_energy#bodyContent,,climate_science,,
https://en.wikipedia.org/wiki/Sustainability,,climate_science,,
https://en.wikipedia.org/wiki/Sustainability#bodyContent,,climate_science,,
https://en.wikipedia.org/wiki/Paris_Agreement,,,,
https://en.wikipedia.org/wiki/Paris_Agreement#bodyContent,,,,
https://en.wikipedia.org/wiki/Intergovernmental_Panel_on_Climate_Change,,climate_science,,
https://en.wikipedia.org/wiki/Intergovernmental_Panel_on_Climate_Change#bodyContent,,climate_science,,
https://en.wikipedia.org/wiki/Blockchain,,blockchain,,
https://en.wikipedia.org/wiki/Blockchain#bodyContent,,blockchain,,
https://en.wikipedia.org/wiki/Bitcoin,,blockchain,,
https://en.wikipedia.org/wiki/Bitcoin#bodyContent,,blockchain,,
https://en.wikipedia.org/wiki/Ethereum,,blockchain,,
https://en.wikipedia.org/wiki/Ethereum#bodyContent,,blockchain,,
https://en.wikipedia.org/wiki/Cryptocurrency,,blockchain,,
https://en.wikipedia.org/wiki/Cryptocurrency#bodyContent,,blockchain,,
https://en.wikipedia.org/wiki/Smart_contract,,blockchain,,
https://en.wikipedia.org/wiki/Smart_contract#bodyContent,,blockchain,,
https://en.wikipedia.org/wiki/Distributed_ledger,,blockchain,,
https://en.wikipedia.org/wiki/Distributed_ledger#bodyContent,,blockchain,,
https://en.wikipedia.org/wiki/Proof_of_work,,blockchain,,
https://en.wikipedia.org/wiki/Proof_of_work#bodyContent,,blockchain,,
https://en.wikipedia.org/wiki/Decentralized_finance,,blockchain,,
https://en.wikipedia.org/wiki/Decentralized_finance#bodyContent,,blockchain,,
https://en.wikipedia.org/wiki/Main_Page#bodyContent,,,,
https://en.wikipedia.org/wiki/Wikipedia:Contents#bodyContent,,,,
https://en.wikipedia.org/wiki/Portal:Current_events#bodyContent,,,,
https://en.wikipedia.org/wiki/Special:Random#bodyContent,,,,
https://en.wikipedia.org/wiki/Wikipedia:About#bodyContent,,,,
https://en.wikipedia.org/wiki/Wikipedia:Contact_us#bodyContent,,,,
https://en.wikipedia.org/wiki/Help:Contents#bodyContent,,,,
https://en.wikipedia.org/wiki/Help:Introduction#bodyContent,,,,
https://en.wikipedia.org/wiki/Wikipedia:Community_portal#bodyContent,,,,
