url,label,topic,confidence,notes
https://en.wikipedia.org/w/index.php?title=Special:UrlShortener&url=https%3A%2F%2Fen.wikipedia.org%2Fw%2Findex.php%3Ftitle%3DSpecial%3AQrCode%26url%3Dhttps%253A%252F%252Fen.wikipedia.org%252Fwiki%252FSpecial%253ASearch,0,,high,Auto-labeled
https://donate.wikimedia.org/wiki/Special:AllPages,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Special:Random#Global_Ocean_Biodiversity_Initiative,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Carbon_footprint#Types_of_greenhouse_gas_emissions,1,climate_science,high,Auto-labeled
https://as.wikipedia.org/wiki/%E0%A7%B1%E0%A6%BF%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%AC%E0%A7%83%E0%A6%A4%E0%A7%8D%E0%A6%A4,0,,low,Auto-labeled
https://ang.wikipedia.org/wiki/Wikip%C7%A3dia:Geong_gelimp,0,,low,Auto-labeled
https://sn.wikipedia.org/wiki/Wikipedia:File_Upload_Wizard,0,,low,Auto-labeled
https://donate.wikimedia.org/w/index.php?title=Special:RecentChanges&from=20260203211613&fromFormatted=21%3A16%2C+3+February+2026,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Golden+Jubilee+of+Elizabeth+II,0,,high,Auto-labeled
https://ady.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D0%B5%3A%D0%9B%D1%8A%D1%8D%D0%BF%D0%BA%D1%8A%D1%8D%D0%B3%D1%8A%D1%83+%D3%80%D1%83%D1%85%D1%8C%D0%B0%D0%BF%D3%80,0,,high,Auto-labeled
https://bh.wikipedia.org/wiki/%E0%A4%AE%E0%A5%81%E0%A4%96%E0%A5%8D%E0%A4%AF_%E0%A4%AA%E0%A4%A8%E0%A5%8D%E0%A4%A8%E0%A4%BE,0,,low,Auto-labeled
https://zh-min-nan.wikipedia.org/wiki/Th%C3%A2u-ia%CC%8Dh,0,,low,Auto-labeled
https://frp.wikipedia.org/wiki/Vouiquip%C3%A8dia:Re%C3%A7ua_ux_nov%C3%A9ls_vegnus,0,,low,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Special%3AUrlShortener&returntoquery=url%3Dhttps%253A%252F%252Fen.wikipedia.org%252Fwiki%252FSpecial%253ARecentChanges,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Talk:Main_Page#Tomorrow's_FA,0,,high,Auto-labeled
https://am.wikipedia.org/wiki/%E1%8A%A5%E1%88%AD%E1%8B%B3%E1%89%B3:%E1%8B%AD%E1%8B%9E%E1%89%B3#bodyContent,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Special:QrCode?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26centralauthLoginToken%3D8cff99cd672de034d64e7f0ed1c26779%26returnto%3DDeep%2Blearning%26useformat%3Ddesktop%26usesul3%3D1,0,,high,Auto-labeled
https://donate.wikimedia.org/wiki/Special:QrCode,0,,high,Auto-labeled
https://auth.wikimedia.org/enwiki/w/index.php?title=Special:CreateAccount&campaign=loginCTA,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Special:QrCode?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26centralauthLoginToken%3Dcf6c8fea56b72701c3f3dd4ce7c53e2b%26returnto%3DBlockchain%26useformat%3Ddesktop%26usesul3%3D1,1,blockchain,low,Auto-labeled
https://en.wikipedia.org/wiki/Climate_change#Global_temperature_rise,1,climate_science,low,Auto-labeled
https://arz.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%B5%D8%A7%D9%84%D9%88%D9%86_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%82%D8%B4%D9%87,0,,low,Auto-labeled
https://donate.wikimedia.org/wiki/Redirect_test?redirect=no,0,,low,Auto-labeled
https://ang.wikipedia.org/wiki/Wikip%C7%A3dia:Geong_gelimp#bodyContent,0,,low,Auto-labeled
https://ca.wikipedia.org/wiki/Xarxa_neuronal#Visió_general,0,,low,Auto-labeled
https://de.wikipedia.org/wiki/Distributed-Ledger-Technologie,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/MediaWiki_talk:Recentchangestext#bodyContent,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Proof_of_work#List_of_proof-of-work_functions,1,blockchain,low,Auto-labeled
https://donate.wikimedia.org/w/index.php?title=Template_talk:Infobox/Default/en&action=edit&redlink=1,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Wikipedia:Community_portal#bodyContent,0,,low,Auto-labeled
https://az.wikipedia.org/wiki/X%C3%BCsusi:Axtar,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/MediaWiki_talk:Recentchangestext#alvin_kageliza_rueywa,0,,low,Auto-labeled
https://ang.wikipedia.org/wiki/Wikip%C7%A3dia:Inl%C7%A3dung,0,,low,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:QrCode&url=https%3A%2F%2Fen.wikipedia.org%2Fw%2Findex.php%3Ftitle%3DSpecial%3AQrCode%26url%3Dhttps%253A%252F%252Fauth.wikimedia.org%252Fenwiki%252Fw%252Findex.php%253Ftitle%253DSpecial%253ACreateAccount%2526centralauthLoginToken%253D63da01131642c31a78092157d9bf8ce4%2526returnto%253DArtificial%252Bintelligence%2526useformat%253Ddesktop%2526usesul3%253D1,0,,high,Auto-labeled
https://en.wikipedia.org/enwiki/w/index.php?title=Special:UserLogin&returnto=Proof+of+work&centralauthLoginToken=a1bacb248ba6f7631a5067fb4c38c1c6&usesul3=1&useformat=desktop,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Special%3ASpecialPages,0,,high,Auto-labeled
https://ca.wikipedia.org/wiki/Registre_distribu%C3%AFt#Referències,0,,low,Auto-labeled
https://donate.wikimedia.org/?wmf_source=donate&wmf_medium=sidebar&wmf_campaign=azb.wikipedia.org&uselang=azb,0,,low,Auto-labeled
https://donate.wikimedia.org/w/index.php?title=Special:UserLogin&returnto=Special%3ALandingPage,0,,high,Auto-labeled
https://donate.wikimedia.org/w/index.php?title=Special:UserLogin&returnto=Special%3ALandingPage&returntoquery=country%3DIN%26uselang%3Den%26wmf_campaign%3Den.wikipedia.org%26wmf_medium%3Dsidebar%26wmf_source%3Ddonate&uselang=nl,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Special:Random#Ecotourism,0,,high,Auto-labeled
https://alt.wikipedia.org/wiki/%D0%90%D2%A5%D1%8B%D0%BB%D1%83:%D0%9F%D0%BE%D0%B8%D1%81%D0%BA,0,,low,Auto-labeled
https://be.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D0%B5%D0%B4%D1%8B%D1%8F:%D0%A4%D0%BE%D1%80%D1%83%D0%BC,0,,low,Auto-labeled
https://af.wikipedia.org/wiki/Spesiaal:Onlangse_wysigings,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Deep_learning,1,machine_learning,low,Auto-labeled
https://an.wikipedia.org/w/index.php?title=Especial:Encetar_sesi%C3%B3n&returnto=Wikipedia%3AAduya,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Special:Random#Das_Supertalent,0,,high,Auto-labeled
https://zh-min-nan.wikipedia.org/w/index.php?title=Tek-pia%CC%8Dt:%E9%96%8B%E8%B3%AC%E6%88%B6&returnto=Portal%3ASin-b%C3%BBn+s%C5%AB-ki%C4%81%E2%81%BF,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Special:SpecialPages#bodyContent,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Supervised_learning#Function_complexity_and_amount_of_training_data,1,machine_learning,medium,Auto-labeled
